"Bank","Code","Country","Tag","Currency"
"Nasarawa Microfinance Bank","090349","NG","nasarawamicrofinance","NGN"
"Illorin Microfinance Bank","090350","NG","illorinmicrofinance","NGN"
"Jessefield Microfinance Bank","090352","NG","jessefieldmicrofinance","NGN"
"Isuofia Microfinance Bank","090353","NG","isuofiamicrofinance","NGN"
"Cashconnect   Microfinance Bank","090360","NG","cashconnect","NGN"
"Molusi Microfinance Bank","090362","NG","molusimicrofinance","NGN"
"Headway Microfinance Bank","090363","NG","headwaymicrofinance","NGN"
"Nuture Microfinance Bank","090364","NG","nuturemicrofinance","NGN"
"Corestep Microfinance Bank","090365","NG","corestepmicrofinance","NGN"
"Firmus MFB","090366","NG","firmusmfb","NGN"
"Seedvest Microfinance Bank","090369","NG","seedvestmicrofinance","NGN"
"Ilasan Microfinance Bank","090370","NG","ilasanmicrofinance","NGN"
"Agosasa Microfinance Bank","090371","NG","agosasamicrofinance","NGN"
"Legend Microfinance Bank","090372","NG","legendmicrofinance","NGN"
"Tf Microfinance Bank","090373","NG","tfmicrofinance","NGN"
"Coastline Microfinance Bank","090374","NG","coastlinemicrofinance","NGN"
"Apple  Microfinance Bank","090376","NG","apple","NGN"
"Isaleoyo Microfinance Bank","090377","NG","isaleoyomicrofinance","NGN"
"New Golden Pastures Microfinance Bank","090378","NG","newgolden","NGN"
"Peniel Micorfinance Bank Ltd","090379","NG","penielmicorfinance","NGN"
"Kredi Money Microfinance Bank","090380","NG","kredimoney","NGN"
"Manny Microfinance bank","090383","NG","mannymicrofinance","NGN"
"Gti  Microfinance Bank","090385","NG","gti","NGN"
"Interland Microfinance Bank","090386","NG","interlandmicrofinance","NGN"
"Ek-Reliable Microfinance Bank","090389","NG","ek-reliablemicrofinance","NGN"
"Parkway Mf Bank","090390","NG","parkwaymf","NGN"
"Davodani  Microfinance Bank","090391","NG","davodani","NGN"
"Mozfin Microfinance Bank","090392","NG","mozfinmicrofinance","NGN"
"BRIDGEWAY MICROFINANCE BANK","090393","NG","bridgewaymicrofinance","NGN"
"Amac Microfinance Bank","090394","NG","amacmicrofinance","NGN"
"Borgu Microfinance Bank","090395","NG","borgumicrofinance","NGN"
"Oscotech Microfinance Bank","090396","NG","oscotechmicrofinance","NGN"
"Chanelle Bank","090397","NG","chanellebank","NGN"
"Federal Polytechnic Nekede Microfinance Bank","090398","NG","federalpolytechnic","NGN"
"Nwannegadi Microfinance Bank","090399","NG","nwannegadimicrofinance","NGN"
"Finca Microfinance Bank","090400","NG","fincamicrofinance","NGN"
"Shepherd Trust Microfinance Bank","090401","NG","shepherdtrust","NGN"
"Peace Microfinance Bank","090402","NG","peacemicrofinance","NGN"
"Uda Microfinance Bank","090403","NG","udamicrofinance","NGN"
"Doje Microfinance Bank Limited","090404","NG","olowolagbamicrofinance","NGN"
"Moniepoint Microfinance Bank","090405","NG","moniepointmicrofinance","NGN"
"Business Support Microfinance Bank","090406","NG","businesssupport","NGN"
"Gmb Microfinance Bank","090408","NG","gmbmicrofinance","NGN"
"Fcmb Microfinance Bank","090409","NG","fcmbmicrofinance","NGN"
"Maritime Microfinance Bank","090410","NG","maritimemicrofinance","NGN"
"Giginya Microfinance Bank","090411","NG","giginyamicrofinance","NGN"
"Preeminent Microfinance Bank","090412","NG","preeminentmicrofinance","NGN"
"Benysta Microfinance Bank","090413","NG","benystamicrofinance","NGN"
"Crutech  Microfinance Bank","090414","NG","crutech","NGN"
"Calabar Microfinance Bank","090415","NG","calabarmicrofinance","NGN"
"Chibueze Microfinance Bank","090416","NG","chibuezemicrofinance","NGN"
"Macrod MFB","090603 ","NG","macrodmfb","NGN"
"MADOBI MICROFINANCE BANK","090605","NG","madobimicrofinance","NGN"
"KKU Microfinance Bank","090606","NG","kkumicrofinance","NGN"
"Akpo Microfinance Bank","090608","NG","akpomicrofinance","NGN"
"Ummah Microfinance Bank ","090609","NG","ummahmicrofinance","NGN"
"AMOYE MICROFINANCE BANK","090610","NG","amoyemicrofinance","NGN"
"Creditville Microfinance Bank","090611","NG","creditvillemicrofinance","NGN"
"Medef Microfinance Bank","090612","NG","medefmicrofinance","NGN"
"Build MicroFinance Bank","090613","NG","totaltrust","NGN"
"FLOURISH MFB","090614","NG","flourishmfb","NGN"
"Beststar Microfinance Bank","090615","NG","beststarmicrofinance","NGN"
"RAYYAN Microfinance Bank","090616","NG","rayyanmicrofinance","NGN"
"LOMA Microfinance Bank","090620","NG","lomamicrofinance","NGN"
"GIDAUNIYAR ALHERI MICROFINANCE BANK","090621","NG","gidauniyaralheri","NGN"
"Mab Allianz MFB","090623","NG","maballianz","NGN"
"Cashbridge Microfinance Bank","090634","NG","cashbridgemicrofinance","NGN"
"CASHRITE MICROFINANCE BANK","090649","NG","cashritemicrofinance","NGN"
"PYRAMID MICROFINANCE BANK","090657","NG","pyramidmicrofinance","NGN"
"MICHAEL OKPARA UNIAGRIC MICROFINANCE BANK","090659","NG","michaelokpara","NGN"
"Moremonee Microfinance Bank Limited","090685","NG","m&mmicrofinance","NGN"
"IBBU MFB","090697","NG","ibbumfb","NGN"
"Wesley MFB","090699","NG","wesleymfb","NGN"
"ISUA MICROFINANCE BANK","090701","NG","isuamicrofinance","NGN"
"UCEE MICROFINANCE BANK","090706","NG","uceemicrofinance","NGN"
"TransPay MICROFINANCE BANK","090708","NG","transpaymicrofinance","NGN"
"FOCUS MICROFINANCE BANK","090709","NG","focusmicrofinance","NGN"
"OSOMHE MFB","090715","NG","osomhemfb","NGN"
"ZITRA MFB","090718","NG","zitramfb","NGN"
"UNUBI MFB","090719","NG","unubimfb","NGN"
"RIC MFB","090720","NG","ricmfb","NGN"
"DW MFB","090721","NG","dwmfb","NGN"
"DESTINY MFB","090723","NG","destinymfb","NGN"
"LAWYERS MFB","090724","NG","lawyersmfb","NGN"
"IHIALA MFB","090725","NG","ihialamfb","NGN"
"SURE ANCHOR MFB","090728","NG","sureanchor","NGN"
"IJARE MFB","090730","NG","ijaremfb","NGN"
"LEVITE MFB","090731","NG","levitemfb","NGN"
"NOVUS MFB","090734","NG","novusmfb","NGN"
"NOMASE MFB","090736","NG","nomasemfb","NGN"
"APEX TRUST MFB","090737","NG","apextrust","NGN"
"OGBERURU MFB","090738","NG","ogberurumfb","NGN"
"OGIGE MFB","090739","NG","ogigemfb","NGN"
"NAF MFB","090740","NG","nafmfb","NGN"
"WESTON-CHARIS MFB","090741","NG","weston-charismfb","NGN"
"DIGITVANT MFB","090745","NG","digitvantmfb","NGN"
"MAESTRO MFB","090746","NG","maestromfb","NGN"
"ZEFA MFB","090747","NG","zefamfb","NGN"
"Suntrust Bank","100","NG","suntrustbank","NGN"
"FET","100001","NG","fet","NGN"
"Parkway-ReadyCash","100003","NG","readycash","NGN"
"Opay","100004","NG","opay","NGN"
"Cellulant","100005","NG","cellulant","NGN"
"eTranzact","100006","NG","etranzact","NGN"
"Stanbic IBTC @ease wallet","100007","NG","stanbicibtc","NGN"
"Ecobank Xpress Account","100008","NG","ecobankxpress","NGN"
"GTMobile","100009","NG","gtmobile","NGN"
"TeasyMobile","100010","NG","teasymobile","NGN"
"Mkudi","100011","NG","mkudi","NGN"
"VTNetworks","100012","NG","vtnetworks","NGN"
"AccessMobile","100013","NG","accessmobile","NGN"
"FBNMobile","100014","NG","fbnmobile","NGN"
"Kegow","100015","NG","kegow","NGN"
"FortisMobile","100016","NG","fortismobile","NGN"
"Hedonmark","100017","NG","hedomark","NGN"
"ZenithMobile","100018","NG","zenithmobile","NGN"
"Fidelity Mobile","100019","NG","fidelitymobile","NGN"
"MoneyBox","100020","NG","moneybox","NGN"
"Carbon","100026","NG","carbonundefined","NGN"
"EcoMobile","100030","NG","ecomobileundefined","NGN"
"PALMPAY","100033","NG","palmpayundefined","NGN"
"ProvidusBank PLC","101","NG","providusbankplc","NGN"
"Cyberspace Limited","110014","NG","cyberspacelimited","NGN"
"Vas2Nets Limited","110015","NG","vas2netslimited","NGN"
"Nibssussd Payments","110019","NG","nibssussdpayments","NGN"
"First City Monument Bank","214","NG","firstcity","NGN"
"Unity Bank PLC","215","NG","unitybank","NGN"
"Stanbic IBTC Bank","221","NG","stanbicibtc","NGN"
"Sterling Bank PLC","232","NG","sterlingbank","NGN"
"Jaiz Bank","301","NG","jaizbank","NGN"
"Paycom","305","NG","paycomundefined","NGN"
"Paga","327","NG","pagaundefined","NGN"
"Rand merchant Bank","502","NG","randmerchant","NGN"
"FINATRUST MICROFINANCE BANK","608","NG","finatrustmicrofinance","NGN"
"Taj Bank Limited","000026","NG","tajbank","NGN"
"Source Microfinance Bank","090641","NG","sourcemicrofinance","NGN"
"Bank Of India","05","KE","bankof","KES"
"Bank of Baroda","06","KE","bankof","KES"
"Choice Microfinance Bank","36","KE","choicemicrofinance","KES"
"SBM","60","KE","sb","KES"
"Mayfair Bank","65","KE","mayfairbank","KES"
"Equity USD","68usd","KE","equityusd","KES"
"DIB Bank","75","KE","dibbank","KES"
"KWFT Bank","78","KE","kwftbank","KES"
"Stima Sacco","89","KE","stimasacco","KES"
"KCB Vooma","VOOMA","KE","kcbvooma","KES"
"Arab African International Bank","AAIB","EG","arabafrican","EGP"
"Arab Banking Corporation","ABC","EG","arabbanking","EGP"
"Al Ahli Bank of Kuwait – Egypt","ABK","EG","alahli","EGP"
"Al Baraka Bank Egypt","ABRK","EG","albaraka","EGP"
"Abu Dhabi Islamic Bank – Egypt","ADIB","EG","abudhabi","EGP"
"Arab Investment Bank","AIB","EG","arabinvestment","EGP"
"Arab Bank","ARAB","EG","arabbank","EGP"
"Arab International Bank","ARIB","EG","arabinternational","EGP"
"Ahly United Bank","AUB","EG","ahlyunited","EGP"
"Audi Bank","AUDI","EG","audibank","EGP"
"Attijariwafa Bank Egypt","BBE","EG","attijariwafabank","EGP"
"Banque Du Caire","BDC","EG","banquedu","EGP"
"Blom Bank Egypt","BLOM","EG","blombank","EGP"
"Bank of Alexandria","BOA","EG","bankof","EGP"
"Credit Agricole Egypt","CAE","EG","creditagricole","EGP"
"Central Bank of Egypt","CBE","EG","centralbank","EGP"
"Commercial International Bank","CIB","EG","commercialinternational","EGP"
"Citibank","CITI","EG","citibankundefined","EGP"
"Egyptian Arab Land Bank","EALB","EG","egyptianarab","EGP"
"Export Development Bank of Egypt","EDBE","EG","exportdevelopment","EGP"
"Egyptian Gulf Bank","EGB","EG","egyptiangulf","EGP"
"EGPWALLETS","EGPWALLETS","EG","egpwallet","EGP"
"Emirates National Bank of Dubai","ENBD","EG","emiratesnational","EGP"
"First Abu Dhabi Bank","FAB","EG","firstabu","EGP"
"Faisal Islamic Bank of Egypt","FAIB","EG","faisalislamic","EGP"
"FAWRY","FAWRY","EG","fawry","EGP"
"Housing And Development Bank","HDB","EG","housingand","EGP"
"HSBC","HSBC","EG","hsbcundefined","EGP"
"Industrial Development Bank of Egypt","IDB","EG","industrialdevelopment","EGP"
"Mashreq Bank","MASH","EG","mashreqbank","EGP"
"Misr Iran Development Bank","MIDB","EG","misriran","EGP"
"Meeza Digital","MIDG","EG","meezadigital","EGP"
"Banque Misr","MISR","EG","banquemisr","EGP"
"National Bank of Egypt","NBE","EG","nationalbank","EGP"
"National Bank of Greece","NBG","EG","nationalbank","EGP"
"National Bank of Kuwait","NBK","EG","nationalbank","EGP"
"Nasser social Bank","NSB","EG","nassersocial","EGP"
"The Principal Bank for Development and Agri.","PDAC","EG","theprincipal","EGP"
"Egypt Post","POST","EG","egyptpost","EGP"
"Qatar National Bank Alahli","QNB","EG","qatarnational","EGP"
"Societe Arabe Internationale De Banque","SAIB","EG","societearabe","EGP"
"Suez Canal Bank","SCB","EG","suezcanal","EGP"
"The United Bank","UB","EG","theunited","EGP"
"Union National Bank","UNB","EG","unionnational","EGP"
"Bold Microfinance Bank","090753","NG","boldmicrofinance","NGN"
"AIRTEL","Airtel","KE","airtelundefined","KES"
"PocketApp","100042","NG","pocketapp","NGN"
"Nuvion MFB (Formerly Indulge MFB)","090772","NG","nuvionmfb","NGN"
"KongaPay","010025","NG","kongapay","NGN"
"Poder finance","050021","NG","poderfinance","NGN"
"Northquest Finance","050030","NG","northquestfinance","NGN"
"Gadol Finance","050033","NG","gadolfinance","NGN"
"Evib Finance","050034","NG","evibfinance","NGN"
"Ours MFB","090346","NG","oursmfb","NGN"
"Mint Microfinance Bank","090763","NG","mintmicrofinance","NGN"
"MODEL MICROFINANCE BANK","090775","NG","modelmicrofinance","NGN"
"Ultimate Microfinance Bank","090776","NG","ultimatemicrofinance","NGN"
"Uniabuja MFB","090778","NG","uniabujamfb","NGN"
"Liquidcrest MFB","090780","NG","liquidcrestmfb","NGN"
"Ultraviolet MFB","090781","NG","ultravioletmfb","NGN"
"Barnawa MFB","090783","NG","barnawamfb","NGN"
"Prodigy MFB","090784","NG","prodigymfb","NGN"
"Bankeasy MFB","090789","NG","bankeasymfb","NGN"
"Ikere MFB","090799","NG","ikeremfb","NGN"
"Kaizen Microfinance Bank","090800","NG","kaizenmicrofinance","NGN"
"Igbo-ukwu MFB","090803","NG","igbo-ukwumfb","NGN"
"WALLET Microfinance Bank","090805","NG","walletmicrofinance","NGN"
"SPRINGFIELD MICROFINANCE BANK","090806","NG","springfieldmicrofinance","NGN"
"LIGHTWAY MICROFINANCE BANK","090807","NG","lightwaymicrofinance","NGN"
"Umunri MFB","090808","NG","umunrimfb","NGN"
"KongaPay","010025","NG","kongapay","NGN"
"Poder finance","050021","NG","poderfinance","NGN"
"Sciart Finance","050024","NG","sciartfinance","NGN"
"Northquest Finance","050030","NG","northquestfinance","NGN"
"Gadol Finance","050033","NG","gadolfinance","NGN"
"Evib Finance","050034","NG","evibfinance","NGN"
"SPRING SKY FINANCE","050036","NG","springsky","NGN"
"Ours MFB","090346","NG","oursmfb","NGN"
"BLOOM MFB","090743","NG","bloommfb","NGN"
"Mint Microfinance Bank","090763","NG","mintmicrofinance","NGN"
"MODEL MICROFINANCE BANK","090775","NG","modelmicrofinance","NGN"
"Ultimate Microfinance Bank","090776","NG","ultimatemicrofinance","NGN"
"Uniabuja MFB","090778","NG","uniabujamfb","NGN"
"Liquidcrest MFB","090780","NG","liquidcrestmfb","NGN"
"Ultraviolet MFB","090781","NG","ultravioletmfb","NGN"
"Uga microfinance bank","090782","NG","ugamicrofinance","NGN"
"Barnawa MFB","090783","NG","barnawamfb","NGN"
"Prodigy MFB","090784","NG","prodigymfb","NGN"
"Vista Microfinance Bank","090787","NG","vistamicrofinance","NGN"
"Bankeasy MFB","090789","NG","bankeasymfb","NGN"
"Ikere MFB","090799","NG","ikeremfb","NGN"
"Kaizen Microfinance Bank","090800","NG","kaizenmicrofinance","NGN"
"Toprate Microfinance Bank","090801","NG","topratemicrofinance","NGN"
"Igbo-ukwu MFB","090803","NG","igbo-ukwumfb","NGN"
"WALLET Microfinance Bank","090805","NG","walletmicrofinance","NGN"
"SPRINGFIELD MICROFINANCE BANK","090806","NG","springfieldmicrofinance","NGN"
"LIGHTWAY MICROFINANCE BANK","090807","NG","lightwaymicrofinance","NGN"
"Umunri MFB","090808","NG","umunrimfb","NGN"
"Obollo MFB","090810","NG","obollomfb","NGN"
"Umuoji Microfinance Bank","090814","NG","umuojimicrofinance","NGN"
"ARM Microfinance Bank","090816","NG","armmicrofinance","NGN"
"Auchi Poly Microfinance Bank","090817","NG","auchipoly","NGN"
"Nexton Microfinance bank","090818","NG","nextonmicrofinance","NGN"
"DSC Microfinance Bank","090821","NG","dscmicrofinance","NGN"
"Noun Microfinance Bank","090822","NG","nounmicrofinance","NGN"
"Uga microfinance bank","090782","NG","UgaMFB","NGN"
"Nexton microfinance bank","090818","NG","NextonMFB","NGN"
"SPRING SKY FINANCE","050036","NG","SpringSky","NGN"
"Obollo MFB","090810","NG","ObolloMFB","NGN"
"Vista Microfinance Bank","090787","NG","VistaMFB","NGN"
"Toprate Microfinance Bank","090801","NG","ToprateMFB","NGN"
"DSC Microfinance Bank","090821","NG","DSCMFB","NGN"
"ARM MFB","090816","NG","ARMMFB","NGN"
"Sciart Finance","050024","NG","SciartMFB","NGN"
"Auchi Poly MFB","090817","NG","AuchiPoly","NGN"
"Umuoji MFB","090814","NG","UmuojiMFB","NGN"
"Ourpass Microfinance Bank","090767","NG","ourpassmicrofinance","NGN"
"Tatum Bank","000042","NG","tatumbank","NGN"
"FirstMarina Trust Finance","050022","NG","firstmarinatrust","NGN"
"Whitecrust Finance","050035","NG","whitecrustfinance","NGN"
"Adamawa Mortgage Bank","070030","NG","adamawamortgage","NGN"
"Summit Bank","080003","NG","summitbank","NGN"
"Moneytronics Microfinance Bank","090692","NG","moneytronicsmicrofinance","NGN"
"Eastman Microfinance Bank","090707","NG","eastmanmicrofinance","NGN"
"Bowman Microfinance Bank","090804","NG","bowmanmicrofinance","NGN"
"Victory Microfinance Bank","090813","NG","victorymicrofinance","NGN"
"Charis Microfinance Bank","090815","NG","charismicrofinance","NGN"
"Boost Microfinance Bank","090819","NG","boostmicrofinance","NGN"
"Ukpor Microfinance Bank","090820","NG","ukpormicrofinance","NGN"
"Mega Microfinance Bank","090824","NG","megamicrofinance","NGN"
"Dilon Microfinance Bank","090828","NG","dilonmicrofinance","NGN"
"Alpha Morgan Bank","000041","NG","Alpha Morgan","NGN"
"ECOCBIBI","1910236K50","UG","ecocbibi","UGX"
"East African Development Bank","20654300","UG","eastafrican","UGX"
"The Uganda Institute of Bankers","25020400","UG","theuganda","UGX"
"International Credit Bank Ltd.","25548564","UG","internationalcredit","UGX"
"Trans Africa Bank Ltd","25550354","UG","transafrica","UGX"
"Engiplan Consultants","25676062","UG","engiplanconsultants","UGX"
"Mbea Brokerage Services (U) Limited","26146310","UG","mbeabrokerage","UGX"
"Co-Operative Bank Ltd.,the","26617438","UG","co-operativebank","UGX"
"Trust Bank (Uganda) Limited","26618480","UG","trustbank","UGX"
"Equity Stock Brokers (U) Ltd","26852118","UG","equitystock","UGX"
"Sabmiller Uganda","27121264","UG","sabmilleruganda","UGX"
"Crested Stocks And Securities Limited","27131044","UG","crestedstocks","UGX"
"British American Tobacco Uganda Ltd","27199362","UG","britishamerican","UGX"
"Alt Xchange Limited.","27235418","UG","altxchange","UGX"
"Mercantile Credit Bank Ltd","97339122","UG","mercantilecredit","UGX"
"UGANDA SECURITIES EXCHANGE","98357640","UG","ugandasecurities","UGX"
"Airtel","Airtel","UG","airtel","UGX"
"Mobile money","MPS","UG","mobilemoney","UGX"
"MTN","MTN","UG","mtn","UGX"
"BARCLAYS BANK OF UGANDA  LIMITED","UG01000","UG","barclaysbank","UGX"
"BANK OF BARODA","UG02000","UG","bankof","UGX"
"ECOBANK (U) LTD","UG029000","UG","ecobank(u)","UGX"
"ABC CAPITAL BANK LIMITED","UG031000","UG","abccapital","UGX"
"Bank of India","UG034000","UG","bankof","UGX"
"STANBIC BANK LIMITED","UG04000","UG","stanbicbank","UGX"
"DFCU Bank","UG05000","UG","dfcubank","UGX"
"FINCA UGANDA LIMITED 1","UG053000","UG","fincauganda","UGX"
"TROPICAL BANK OF AFRICA","UG06000","UG","tropicalbank","UGX"
"STANDARD CHARTERED BANK","UG08000","UG","standardchartered","UGX"
"I&M Bank Uganda Limited","UG11000","UG","i&mbank","UGX"
"BANK OF AFRICA","UG13000","UG","bankof","UGX"
"NATIONAL BANK OF COMMERCE","UG15000","UG","nationalbank","UGX"
"CENTENARY RURAL DEVELOPMENT","UG16000","UG","centenaryrural","UGX"
"CRANE BANK","UG17000","UG","cranebank","UGX"
"CAIRO INTERNATIONAL BANK","UG18000","UG","cairointernational","UGX"
"DIAMOND TRUST BANK","UG19000","UG","diamondtrust","UGX"
"CITIBANK N.A.","UG22000","UG","citibankn.a.","UGX"
"HOUSING FINANCE BANK","UG23000","UG","housingfinance","UGX"
"GLOBAL TRUST BANK","UG24000","UG","globaltrust","UGX"
"KCB BANK UGANDA LTD","UG25000","UG","kcbbank","UGX"
"UNITED BANK FOR AFRICA UG LTD","UG26000","UG","unitedbank","UGX"
"GUARANTEE TRUST BANK","UG27000","UG","guaranteetrust","UGX"
"EQUITY BANK","UG30000","UG","equitybank","UGX"
"ABC CAPITAL BANK LTD","UG31000","UG","abccapital","UGX"
"EXIM BANK","UG32000","UG","eximbank","UGX"
"NC BANK UGANDA LIMITED","UG35000","UG","ncbank","UGX"
"COMMERCIAL BANK OF AFRICA UGANDA LIMITED","UG36000","UG","commercialbank","UGX"
"FINANCE TRUST BANK","UG37000","UG","financetrust","UGX"
"BANK OF UGANDA","UG47000","UG","bankof","UGX"
"FINCA UGANDA LIMITED","UG53000","UG","fincauganda","UGX"
"POST BANK UGANDA LIMITED","UG56000","UG","postbank","UGX"
"PRIDE MICROFINANCE LIMITED","UG57000","UG","pridemicrofinance","UGX"
"OPPORTUNITY BANK UGNADA LIMITED","UG61000","UG","opportunitybank","UGX"
"Top Finance Bank Limited","UG62000","UG","topfinance","UGX"
"BANK OF UGANDA 1","UG99000","UG","bankof","UGX"
"COMMERZBANK - EUR","UGCOBEUR","UG","commerzbank-","UGX"
"COMMERZBANK - GBP","UGCOBGBP","UG","commerzbank-","UGX"
"COMMERZBANK - USD","UGCOBUSD","UG","commerzbank-","UGX"
"NEDBANK","UGNEDZAR","UG","nedbank","UGX"
"AIRTEL","073","RW","airtel","RWF"
"MTN","078","RW","mtn","RWF"
"AB BANK","20","RW","abbank","RWF"
"Letshego Rwanda Ltd","21","RW","letshegorwanda","RWF"
"Atlantique Microfinance Plc","22","RW","atlantiquemicrofinance","RWF"
"Umutanguha Finance Company Plc","23","RW","umutanguhafinance","RWF"
"Duterimbere-IMF Plc","24","RW","duterimbere-imfplc","RWF"
"NCBA Bank Rwanda PLC","25","RW","ncbabank","RWF"
"Goshen Finance Plc","26","RW","goshenfinance","RWF"
"copedu plc","27","RW","copeduplc","RWF"
"Vision Fund Plc","28","RW","visionfund","RWF"
"Financial Safety Co Plc","29","RW","financialsafety","RWF"
"Inkunga Finance Plc","31","RW","inkungafinance","RWF"
"RIM Ltd","32","RW","rimltd","RWF"
"MUGANGA SACCO","33","RW","mugangasacco","RWF"
"BANK OF AFRICA","76","RW","bankof","RWF"
"UMWALIMU SACCO","90","RW","umwalimusacco","RWF"
"Mobile Money","MPS","RW","mobilemoney","RWF"
"MTN","MTN","RW","mtn","RWF"
"Banque Nationale du Rwanda (National Bank of Rwanda)","RW000000","RW","banquenationale","RWF"
"I & M BANK LIMITED","RW010000","RW","i&","RWF"
"BANQUE DE KIGALI(Bank of Kigali)","RW040000","RW","banquede","RWF"
"GT BANK","RW070000","RW","gtbank","RWF"
"Ecobank Rwanda","RW100000","RW","ecobankrwanda","RWF"
"ACCESS BANK RWANDA","RW115000","RW","accessbank","RWF"
"Cogebanque (Cogebank)","RW130000","RW","cogebanque(cogebank)","RWF"
"Urwego Bank PLC","RW145000","RW","urwegobank","RWF"
"Kenya Commercial Bank","RW160000","RW","kenyacommercial","RWF"
"EQUITY BANK","RW192000","RW","equitybank","RWF"
"Agaseke Bank","RW208000","RW","agasekebank","RWF"
"UNGUKA BANK","RW224000","RW","ungukabank","RWF"
"Banque Populaire du Rwanda","RW400000","RW","banquepopulaire","RWF"
"Banque Rwandaise de Developpement","RW750000","RW","banquerwandaise","RWF"
"ZIGAMA CREDIT AND SAVINGS SCHEME","RW800000","RW","zigamacredit","RWF"
"Manifold Investment Bank Limited","11217370","ZM","manifoldinvestment","ZMW"
"Intermarket Banking Corporation Limited","11298616","ZM","intermarketbanking","ZMW"
"African Banking Corporation Zambia Limited","11348986","ZM","africanbanking","ZMW"
"Zoona","1908276CF7","ZM","zoona","ZMW"
"African Banking Corporation Zambia","2003267O9G","ZM","africanbanking","ZMW"
"ECOCZMLU","20051384GY","ZM","ecoczmlu","ZMW"
"Bayport Financial Services","2007088UP8","ZM","bayportfinancial","ZMW"
"Atlasmara Zambia Ltd","200928CAXG","ZM","atlasmarazambia","ZMW"
"Zambia Industrial Commercial Bank (ZICB)","200928CBPB","ZM","zambiaindustrial","ZMW"
"Finance Bank Zambia Ltd","201030DXKM","ZM","financebank","ZMW"
"Bank of Zambia","20683800","ZM","bankof","ZMW"
"Barclays Bank Zambia Plc","20683900","ZM","barclaysbank","ZMW"
"Citibank Zambia Limited","20684000","ZM","citibankzambia","ZMW"
"Development Bank of Zambia","20684100","ZM","developmentbank","ZMW"
"Indo-Zambia Bank Limited","20684300","ZM","indo-zambiabank","ZMW"
"Stanbic Bank Zambia Limited","20684400","ZM","stanbicbank","ZMW"
"Standard Chartered Bank Zambia Plc","20684500","ZM","standardchartered","ZMW"
"National Savings and Credit Bank of Zambia","22018590","ZM","nationalsavings","ZMW"
"Zambia National Commercial Bank Plc","22020300","ZM","zambianational","ZMW"
"Zambia National Building Society ","220722T00E","ZM","zambianational","ZMW"
"MTN Money ZM","2304260A18","ZM","mtnmoney","ZMW"
"ZM Airtel Money","2304260A1A","ZM","zmairtel","ZMW"
"Cavmont Securities Ltd","25520770","ZM","cavmontsecurities","ZMW"
"Lusaka Stock Exchange","25520772","ZM","lusakastock","ZMW"
"Meridien Biao Zambia Ltd.","25520774","ZM","meridienbiao","ZMW"
"Pangaea/Emi Securities Limited","25520776","ZM","pangaea/emisecurities","ZMW"
"African Commercial Bank Ltd","25549056","ZM","africancommercial","ZMW"
"Luse Central Shares Depository","25554380","ZM","lusecentral","ZMW"
"Intermarket Securities (Zambia) Limited","25557660","ZM","intermarketsecurities","ZMW"
"Fx Africa Bureau De Change Zambia Ltd","26145406","ZM","fxafrica","ZMW"
"Access Bank Zambia Limited","26145722","ZM","accessbank","ZMW"
"First National Bank Zambia Limited","26146732","ZM","firstnational","ZMW"
"United Bank for Africa Zambia Limited","26260088","ZM","unitedbank","ZMW"
"First Capital Bank Zambia Limited","26262610","ZM","firstcapital","ZMW"
"Zambia Export And Import Bank Limited","26618442","ZM","zambiaexport","ZMW"
"AB Bank Zambia Limited","26692712","ZM","abbank","ZMW"
"SabMiller Zambia","27121328","ZM","sabmillerzambia","ZMW"
"British American Tobacco (Zambia) PLC","27199364","ZM","britishamerican","ZMW"
"National Pension Scheme Authority","27452742","ZM","nationalpension","ZMW"
"Cavmont Bank Limited","97723806","ZM","cavmontbank","ZMW"
"First Alliance Bank (Zambia) Limited","97723808","ZM","firstalliance","ZMW"
"Investrust Bank Plc","97727598","ZM","investrustbank","ZMW"
"Bank of China (Zambia) Limited","99990226","ZM","bankof","ZMW"
"Mobile money","MPS","ZM","mobilemoney","ZMW"
"Ecobank Zambia","ZM360000","ZM","ecobankzambia","ZMW"
"ODDO BHF Aktiengesellschaft","10383906","TZ","oddobhf","TZS"
"Citibank, N.A., A branch of Citibank, N.A.","10656609","TZ","citibank,n.a.,","TZS"
"TIB Corporate Bank Limited","11274858","TZ","tibcorporate","TZS"
"Canara Bank (Tanzania) Limited","11288188","TZ","canarabank","TZS"
"Tanzania Agricultural Development Bank","11288192","TZ","tanzaniaagricultural","TZS"
"FINCA Microfinance Bank Ltd","11295332","TZ","fincamicrofinance","TZS"
"Mwalimu Commercial Bank Plc","11298200","TZ","mwalimucommercial","TZS"
"Guaranty Trust Bank (Tanzania) Limited","11321840","TZ","guarantytrust","TZS"
"Yetu Microfinance Bank PLC","11335200","TZ","yetumicrofinance","TZS"
"VISA","190815670S","TZ","visa","TZS"
"TZWALLET","20021376IK","TZ","tzwallet","TZS"
"NCBA BANK TANZANIA LIMITED","200902B7KU","TZ","ncbabank","TZS"
"Exim Bank Tanzania","201211F9EW","TZ","eximbank","TZS"
"CHINA DASHENG BANK LIMITED","201217FGCT","TZ","chinadasheng","TZS"
"Bank of Tanzania","20638200","TZ","bankof","TZS"
"CRDB Bank PLC","20638300","TZ","crdbbank","TZS"
"National Bank of Commerce Ltd.","20638400","TZ","nationalbank","TZS"
